Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1382161098,T3947D,TN,PAS,06/28/2015,14,SUBN,,P,35430,15710,11710,0,0020,20,20,957013,0020,0000,0540P,,NY,F,142,W 83RD ST,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,
1382161104,GYR6398,NY,PAS,06/28/2015,14,SUBN,KIA,P,35430,15710,11710,20160930,0020,20,20,957013,0020,0000,0920P,,NY,F,142,W 83RD ST,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,2016,-,0,,,,,
1382161128,GXM1498,NY,PAS,06/28/2015,14,SDN,NISSA,P,35430,15710,11710,20160930,0020,20,20,957013,0020,0000,1042P,,NY,F,148,W 83RD ST,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1382161141,HWN7177,PA,PAS,07/10/2015,98,SDN,AUDI,P,35130,14510,15710,0,0020,20,20,957013,0020,0000,0432P,,NY,F,67,W 68TH ST,,0,408,F3,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1382161153,R52080,FL,PAS,07/10/2015,45,DELV,,P,35270,13610,44990,0,0020,20,20,957013,0020,0000,0746P,,NY,F,245,W 75TH ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1382161293,R99ETE,NJ,PAS,07/12/2015,19,SDN,CHEVR,P,14510,35310,35390,0,0020,20,20,932862,0020,0000,0638P,,NY,O,200,CENTRAL PARK WEST,,0,408,C3,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1381969227,T667095C,NY,PAS,07/02/2015,50,SDN,TOYOT,P,0,40404,40404,20160131,0020,20,70,955519,0070,0000,0128A,,K,O,1402,NEWKIRK AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,2014,-,0,,,,,
1382331563,GSS0145,PA,PAS,07/02/2015,50,SDN,JEEP,X,0,40404,40404,0,0020,20,50,951671,0050,0000,1054A,,BX,F,2809,WEBB AVE,,0,408,D1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1382101200,HJ3J9L,MO,PAS,06/30/2015,40,SUBN,CHRYS,P,35370,13610,44990,0,0020,20,20,936930,0020,0000,1201A,,NY,F,259,W 80 ST,,0,408,K6,,BBBBBBB,ALL,ALL,RED,0,0,-,2,,,,,
1382102483,L73FCZ,NJ,PAS,06/03/2015,21,SUBN,TOYOT,P,14510,35290,35310,0,0020,20,20,943665,0020,0000,1116A,,NY,F,170,CENTRAL PARK W,,0,408,D1,,BYBBYBB,1100A,1230P,WH,0,0,-,0,,,,,
1382102744,GBD2544,NY,PAS,06/13/2015,40,SDN,TOYOT,P,35470,44990,29690,20160831,0020,20,20,917978,0020,0000,0102A,,NY,F,349,W 85 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2012,-,0,,,,,
1382102756,GGD2854,NY,PAS,06/24/2015,62,SDN,VOLKS,P,0,0,0,20170616,0020,20,20,917928,0020,0000,1258A,,NY,,,C/O W 69 ST,RIVERSIDE DR,0,408,J3,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,
1382102823,GXS3774,NY,PAS,07/15/2015,40,SUBN,AUDI,P,35270,14510,15710,20170430,0020,20,20,947406,0020,0000,0456A,,NY,F,33,W 75 ST,,0,408,E1,,BBBBBBB,ALL,ALL,SILVE,0,2013,-,1,,,,,
1382102860,WBK85K,NJ,PAS,06/24/2015,74,SDN,VOLKS,P,29650,35150,35170,20161231,0020,20,20,947406,0020,0000,1205A,,NY,O,200,RIVERSIDE BLVD,,0,408,K2,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1382103554,P270RX,NJ,PAS,06/12/2015,46,SDN,HONDA,P,14510,35150,35170,0,0020,20,20,949992,0020,0000,1018P,,NY,O,91,CPW,,0,408,C3,,BBBBBBB,ALL,ALL,WTR,0,0,-,0,,,,,
1382103566,GMV9765,NY,PAS,06/18/2015,19,SDN,HONDA,P,0,40404,40404,20160108,0020,20,20,944942,0020,0000,0727P,,NY,O,76,RIS DR,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,2014,-,0,,,,,
1382104522,GJD7252,NY,PAS,06/29/2015,17,SUBN,FIAT,P,35430,14510,15710,20150716,0020,20,20,904050,0020,0000,0355A,,NY,F,73,WEST 83RD STREET,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2013,-,0,,,,,
1382104534,GXH9008,NY,PAS,06/29/2015,20,SDN,TOYOT,P,35430,44990,29690,20170503,0020,20,20,904050,0020,0000,0405A,,NY,F,311,WEST 83RD STREET,,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0,2015,-,0,,,,,
1382104558,GUZ6733,NY,PAS,07/08/2015,17,SDN,CHRYS,P,35430,14510,15710,20161202,0020,20,20,904050,0020,0000,0215A,,NY,F,71,W 83RD ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2015,-,0,,,,,
1382104674,JKG9375,PA,PAS,06/13/2015,40,SUBN,HONDA,P,35290,15710,11710,0,0020,20,20,956440,0020,0000,0820P,,NY,F,123,WEST 76TH ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,8,,,,,
1382104686,JRX2236,PA,PAS,06/15/2015,20,SDN,HONDA,P,35310,13610,44990,0,0020,20,20,956440,0020,0000,,,,,,,,0,0,,,,,,,,0,,0,,,,,
1382104730,GYD6456,NY,PAS,07/08/2015,19,SDN,NISSA,P,29690,23,35370,20170625,0020,20,20,956440,0020,0000,0725P,,NY,O,78,RIVERSIDE DR,,0,408,C4,,BBBBBBB,ALL,ALL,GRAY,0,2001,-,0,,,,,
1382104790,VYK20F,NJ,PAS,05/04/2015,17,SUBN,TOYOT,P,35410,14510,15710,0,0020,20,20,948836,0020,0000,1000P,,NY,F,51,W 82  ST,,0,408,C3,,BBBBBBB,ALL,ALL,SILV,0,0,-,0,,,,,
1382104807,GYJ6470,NY,PAS,06/28/2015,19,SUBN,TOYOT,P,35490,11710,13610,20150702,0020,20,20,948836,0020,0000,0501P,,NY,F,200,W 86 ST,,0,408,C4,,BBBBBBB,ALL,ALL,GRY,0,2008,-,0,,,,,
1382104819,R47FKN,NJ,PAS,06/13/2015,14,SDN,DODGE,P,35430,15710,11710,0,0020,20,20,948836,0020,0000,0348P,,NY,F,134,W 83 ST,,0,408,K6,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1382104832,GTP4027,NY,PAS,06/28/2015,14,SUBN,GMC,P,35430,15710,11710,20160916,0020,20,20,948836,0020,0000,0520P,,NY,F,100,W 83,,0,408,C3,,BBBBBBB,ALL,ALL,RED,0,2015,-,0,,,,,
1382104856,R78FBT,NJ,PAS,06/28/2015,20,SDN,NISSA,P,35430,15710,11710,0,0020,20,20,948830,0020,0000,0537P,,NY,F,148,W 83 ST,,0,408,J3,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1382104868,GTH228,FL,PAS,06/28/2015,46,SDN,NISSA,P,35430,15710,11710,0,0020,20,20,948836,0020,0000,0540P,,NY,F,165,W 83,,0,408,D,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1382104870,P99AVR,NJ,PAS,07/19/2015,19,SDN,FORD,P,14510,35270,35290,0,0020,20,20,948836,0020,0000,0620P,,,O,151,CENTRAL PARK WEST,,0,408,C,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,
1382104960,GYZ1655,NY,PAS,07/19/2015,19,SDN,TOYOT,P,14510,35270,35290,20170708,0020,20,20,948836,0020,0000,0622P,,NY,O,151,CENTRAL PARK WEST,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
1382105460,XCCK22,NJ,PAS,06/24/2015,46,P-U,TOYOT,P,35250,13610,44990,0,0020,20,20,933109,0020,0000,0408P,,NY,F,251,W74 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1382105502,XV948A,NJ,PAS,06/22/2015,46,DELV,,P,13610,35430,35450,0,0020,20,20,933109,0020,0000,0440P,,NY,F,2307,BROADWAY,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1382106026,N12DYS,NJ,PAS,06/21/2015,19,SUBN,JEEP,P,14510,35150,35170,0,0020,20,20,952976,0020,0000,0750P,,NY,O,91,CPW,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1382106099,WRKTYIT,NY,PAS,07/11/2015,19,SDN,BMW,P,35350,15710,11710,20160516,0020,20,20,952976,0020,0000,0840P,,NY,F,175,W 79 ST,,0,408,C4,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,
1382106129,GGZ8486,NY,PAS,07/11/2015,14,SDN,MINI,P,35310,13610,44990,20150930,0020,20,70,952976,0070,0000,1105P,,NY,O,272,W 77,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,2015,-,0,,,,,
1381635647,V22BXJ,NJ,PAS,06/21/2015,20,SDN,HONDA,P,35290,15710,11710,0,0020,20,20,933704,0020,0000,0915A,,,O,140,W 76TH,,0,408,A1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1381636469,GKJ8J7Y,NY,PAS,06/14/2015,19,SDN,VOLVO,P,29690,35210,35230,20151104,0020,20,20,932330,0020,0000,0350P,,NY,O,5,RIVERSIDE DR,,0,408,K5,,BBBBBBB,ALL,ALL,WH,0,2015,-,0,,,,,
1381636548,M98EVS,NJ,PAS,06/23/2015,20,SDN,VOLKS,P,35450,14510,15710,0,0020,20,20,956703,0020,0000,,,,,,,,0,0,,,,,,,,0,,0,,,,,
1381636860,W98DBH,NJ,PAS,06/14/2015,19,SDN,TOYOT,P,14510,35150,35170,0,0020,20,20,937251,0020,0000,,,,,,,,0,0,,,,,,,,0,,0,,,,,
1381636895,H336N,NY,999,06/22/2015,51,MCI,YAMAH,P,35030,16400,44990,0,0020,20,20,937251,0020,0000,0610P,,NY,F,247,W 63 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1381637840,U63FFP,NJ,PAS,07/09/2015,40,SDN,NISSA,P,35290,44990,29690,0,0020,20,20,956949,0020,0000,0307A,,NY,F,337,WEST 76TH,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,0,-,5,,,,,
1381637887,GVB2482,NY,PAS,07/11/2015,67,SUBN,,P,35030,16400,44990,20161116,0020,20,20,956949,0020,0000,0522A,,NY,F,241,WEST 63RD,,0,408,K6,,BBBBBBB,ALL,ALL,B,0,2015,-,0,,,,,
1381637899,GWE1213,NY,PAS,07/13/2015,46,SUBN,TOYOT,P,29650,0,0,20170118,0020,20,20,956949,0020,0000,0927A,,NY,O,180,RIVERSIDE BLVD,W 68,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0,2015,-,0,,,,,
1381637980,GSC8603,NY,PAS,06/28/2015,14,SDN,FORD,P,35430,15710,11710,20150930,0020,20,20,943230,0020,0000,1042P,,NY,O,155,W 83,,0,408,E3,,BBBBBBB,ALL,ALL,GRAY,0,2015,-,0,,,,,
1381638004,VEZ9802,VA,PAS,06/28/2015,17,SDN,CHEVR,P,35430,15710,11710,0,0020,20,20,943230,0020,0000,0552P,,NY,F,139,W 83,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1381638030,GRE3450,99,PAS,06/28/2015,14,SUBN,HYUND,P,35430,15710,11710,20150930,0020,20,20,943230,0020,0000,0918P,,NY,O,139,W 83,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0,2014,-,0,,,,,
1381638120,ZBT8245,PA,PAS,06/10/2015,16,SUBN,LINCO,P,0,0,0,0,0020,20,20,943699,0020,0000,0515P,,NY,F,2080,W 7 ST,,0,408,C4,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1381638144,GWW2368,NY,PAS,06/18/2015,40,SDN,BMW,P,35410,15710,11710,20160122,0020,20,20,943699,0020,0000,0300P,,NY,F,133,W 82 ST,,0,408,K6,,BBBBBBB,ALL,ALL,BLACK,0,2011,-,4,,,,,
1381638156,GWW2368,NY,PAS,06/18/2015,40,SDN,BMW,P,35390,15710,11710,20160522,0020,20,20,943699,0020,0000,0545P,,NY,O,118,W 81 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2011,-,3,,,,,
1381638181,GWW2368,NY,PAS,06/18/2015,17,SDN,BMW,P,35410,15710,11710,20160122,0020,20,20,943699,0020,0000,0545P,,NY,O,118,W 82 ST,,0,408,K2,,BBBBBBB,ALL,ALL,BLACK,0,2011,-,0,,,,,
1381638648,G94CTU,NJ,PAS,05/30/2015,40,SDN,TESLA,P,35230,15710,11710,0,0020,20,20,921019,0020,0000,0545A,,NY,F,163,W 73 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,0,-,8,,,,,
1381638650,GVT1734,NY,PAS,06/06/2015,20,SDN,ME/BE,P,35190,14510,15710,20161231,0020,20,20,921019,0020,0000,0640A,,NY,F,34,WEST 71 ST,,0,408,C4,,BBBBBBB,ALL,ALL,GY,0,2014,-,0,,,,,
1381638661,GJS8015,NY,PAS,06/07/2015,20,SDN,TOYOT,P,35330,13610,44990,20150823,0020,20,20,921019,0020,0000,,,,,,,,0,0,,,,,,,,0,,0,,,,,
1381638685,NPD934,TN,PAS,06/08/2015,40,SUBN,TOYOT,P,35330,13610,44990,0,0020,20,20,921019,0020,0000,0350A,,NY,O,260,WEST 78 ST,,0,408,C,,BBBBBBB,ALL,ALL,BK,0,0,-,1,,,,,
1381638697,GJD3923,NY,PAS,06/23/2015,40,SUBN,NISSA,P,35230,14510,15710,20151019,0020,20,20,921019,0020,0000,0245A,,NY,F,49,WEST 73 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2010,-,2,,,,,
1381639379,K41214,CT,COM,06/17/2015,46,,MERCU,P,44990,35450,35470,0,0020,20,20,934113,0020,0000,1008A,,,F,515,WEST END AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1381639616,SWC86G,NJ,PAS,06/28/2015,17,SDN,TOYOT,P,35430,14510,15710,0,0020,20,20,938846,0020,0000,0918A,,NY,F,70,WEST 83RD STREET,,0,408,E2,,BBBBBBB,ALL,ALL,GOLD,0,0,-,0,,,,,
1381639628,GEA8527,NY,PAS,06/28/2015,17,SDN,HYUND,P,35430,14510,15710,20170120,0020,20,20,938846,0020,0000,0150P,,NY,F,70,WEST 83RD STREET,,0,408,C4,,BBBBBBB,ALL,ALL,ORANG,0,2013,-,0,,,,,
1381639677,GUY2563,NY,PAS,06/27/2015,17,SUBN,NISSA,P,35430,14510,15710,20161118,0020,20,20,938846,0020,0000,0935A,,NY,F,70,WEST 83RD STREET,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2012,-,0,,,,,
1382580198,GWG5584,NY,PAS,06/26/2015,21,SDN,TOYOT,S,35450,14510,15710,20160930,0020,20,0,554823,MW07,0000,0900A,0855A,NY,F,20,W 84TH STREET,,20150626,408,D1,,BYBBYBB,0830A,1000A,SILVE,0,2015,-,0,,,,,
1382580277,GEH5872,NY,PAS,07/06/2015,21,SUBN,KIA,S,35590,15710,11710,20170302,0020,20,0,554823,MW07,0000,1150A,1145A,NY,F,165,W 91ST ST,,20150706,408,D,,YBBYBBB,1130A,0100P,SILVE,0,2013,-,0,,,,,
1382580290,GEK1008,NY,PAS,07/10/2015,21,SDN,AUDI,S,35550,11710,13610,20170221,0020,20,0,554823,MW07,0000,1002A,0955A,NY,,200,W 89TH ST,,0,408,D1,,BYBBYYB,0930A,1100A,BLACK,0,2013,-,0,,,,,
1382580307,GSG5381,NY,PAS,07/10/2015,21,SDN,,S,35550,13610,44990,20161207,0020,20,0,554823,MW07,0000,1000A,0955A,NY,F,250,W 89TH ST,,20150710,408,D1,,BYBBYBB,0930A,1100A,GOLD,0,1999,-,0,,,,,
1382580320,P75DCY,NJ,PAS,06/19/2015,21,SUBN,CHEVR,S,35210,15710,11710,0,0020,20,0,979839,MP07,0000,0822A,,NY,F,121,WEST 72ND ST,,0,408,D1,,YYYYYYB,0800A,0900A,TAN,0,0,-,0,,,,,
1382580356,GTA7392,NY,PAS,06/22/2015,21,SUBN,CADIL,S,35390,14510,15710,20160914,0020,20,0,979839,MN07,0000,1152A,,NY,F,35,W 81ST ST,,0,408,C,,YBBYBBB,1100A,1230A,BLACK,0,2008,-,0,,,,,
1382580393,GTBQ19,FL,PAS,06/26/2015,21,SDN,BUICK,S,35110,13610,11710,0,0020,20,0,979839,MN07,0000,0910A,,NY,F,140,W 67 ST,,0,408,D1,,BYBBYBB,0800A,0930A,WHITE,0,0,-,0,,,,,
1382580411,GGK9055,NY,PAS,06/26/2015,21,SUBN,DODGE,S,29690,23,35370,20151114,0020,20,0,979839,MN07,0000,1201P,,NY,O,75,RIVERSIDE DRIVE,,0,408,D1,,BYBBYBB,1100A,1230P,BLACK,0,2012,-,0,,,,,
1382580459,K035106,TX,PAS,06/29/2015,21,DELV,UD,S,35210,13610,44990,0,0020,20,0,979839,MN07,0000,0815A,,NY,F,237,WEST 72ND ST,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,0,-,0,,,,,
1382580484,M27DZA,QB,PAS,06/29/2015,21,SUBN,DODGE,S,35350,11710,13610,0,0020,20,0,979839,MN07,0000,0825A,,NY,F,206,WEST 79TH ST,,0,408,D1,,YYBYYBB,0800A,0830A,SILVE,0,0,-,0,,,,,
1382580496,PF526C,FL,PAS,06/29/2015,21,SUBN,LEXUS,S,35350,11710,13610,0,0020,20,0,979837,MN07,0000,0826A,,NY,F,206,WEST 79TH ST,,0,408,D1,,YYBYYBB,0800A,0830A,TAN,0,0,-,0,,,,,
1382580502,XZ538E,NJ,PAS,06/29/2015,21,VAN,NISSA,S,35250,44990,29690,0,0020,20,0,979839,MN07,0000,1128A,,NY,F,303,WEST 74TH ST,,0,408,D1,,YBBYBBB,1100A,1230P,WHITE,0,0,-,0,,,,,
1382581348,T617114C,NY,OMT,06/30/2015,21,SUBN,HONDA,S,44990,35270,35290,20160228,0020,20,0,979839,MN07,0000,1155A,,NY,F,320,WEST END AVE,,0,408,D1,,BYBBYBB,1100A,1230P,BLACK,0,2011,-,0,,,,,
1382581361,PXK47T,NJ,PAS,06/30/2015,21,CONV,BMW,S,44990,35270,35290,0,0020,20,0,977839,MN07,0000,1207P,,NY,F,336,WEST END AVE,,0,408,D1,,BYBBYBB,1100A,1230P,GREY,0,0,-,0,,,,,
1382581373,VHJ574,NJ,PAS,07/02/2015,21,SDN,TOYOT,S,35350,11710,13610,0,0020,20,0,979839,MN07,0000,0815A,,NY,F,200,WEST 79TH ST,,0,408,D1,,YYBYYBB,0800A,0830A,GREY,0,0,-,0,,,,,
1382581397,G5ZDLM,NJ,PAS,07/02/2015,21,SUBN,ROVER,S,35210,13610,44990,0,0020,20,0,979839,MN07,0000,0824A,,NY,F,247,WEST 72ND ST,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,0,-,0,,,,,
1382581440,PF526C,FL,PAS,07/06/2015,21,SUBN,LEXUS,S,35350,11710,13610,0,0020,20,0,989839,MN07,0000,0815A,,NY,F,210,W 79TH ST,,0,408,D1,,YYBYYBB,0800A,0830A,TAN,0,0,-,0,,,,,
1382581464,GVT3692,NY,PAS,07/06/2015,21,SUBN,NISSA,S,29690,35370,35390,20161218,0020,20,0,979839,MN07,0000,1120A,,NY,F,81,RIVERSIDE DR,,0,408,D1,,YBBYBBB,1100A,1230P,BLACK,0,2014,-,0,,,,,
1382581488,TOPHAT5,NY,COM,07/06/2015,21,VAN,CHEVR,S,35270,44990,29690,20160531,0020,20,0,979839,MN07,0000,1152A,,NY,O,304,W 75TH ST,,0,408,D1,,YBBYBBB,1100A,1230P,RED,0,2002,-,0,,,,,
1382581506,GLM478,VT,PAS,07/07/2015,21,SDN,BUICK,S,44990,35370,35390,0,0020,20,0,979839,MN07,0000,1205P,,NY,F,424,W END AVE,,0,408,D1,,BYBBYBB,1100A,1230P,BROWN,0,0,-,0,,,,,
1382581543,GGZ8267,NY,PAS,07/09/2015,21,SDN,KIA,S,35210,13610,44990,20150722,0020,20,0,979839,MN07,0000,0810A,,NY,F,252,WEST 72ND ST,,0,408,D1,,YYYYYYB,0800A,0900A,WHITE,0,2013,-,0,,,,,
1382581555,X4902N,NJ,PAS,07/09/2015,21,DELV,ISUZU,S,35210,13610,44990,0,0020,20,0,979839,MN07,0000,0817A,,NY,F,243,WEST 72ND ST,,0,408,D1,,YYYYYYY,0800A,0830A,WHITE,0,0,-,0,,,,,
1382581592,T65360,NY,OMT,07/09/2015,21,SUBN,HYUND,S,35350,15710,11710,20150831,0020,20,0,979839,MN07,0000,1204P,,NY,F,145,WEST 79TH ST,,0,408,D1,,YBBYBBB,1100A,1230P,BLACK,0,2014,-,0,,,,,
1382581634,W51HCJ,FL,PAS,07/10/2015,21,SUBN,DODGE,S,34070,10410,10510,0,0020,20,0,979839,MN07,0000,1140A,,NY,F,22,WEST 15TH ST,,0,408,D1,,BYBBYBB,1100A,1230P,GRAY,0,0,-,0,,,,,
1382581671,GST7253,NY,PAS,07/13/2015,21,SDN,FORD,S,35270,15710,11710,20160928,0020,20,0,979839,MN07,0000,1152A,,NY,F,105,WEST 75TH ST,,0,408,D1,,YBBYBBB,1100A,1230P,BLACK,0,2005,-,0,,,,,
1382581701,XFJ8488,VA,PAS,07/14/2015,21,P-U,FORD,S,35210,15710,11710,0,0020,20,0,979839,MN07,0000,0820A,,NY,F,141,WEST 72ND ST,,0,408,D1,,YYYYYYB,0800A,0900A,BLACK,0,0,-,0,,,,,
1382581907,GNS4512,NY,PAS,07/16/2015,21,SUBN,TOYOT,S,13610,35610,35630,20160504,0020,20,0,610371,MW07,0000,0745A,0745A,NY,F,2492,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,GREY,0,2011,-,0,,,,,
1382582018,GWH8857,NY,PAS,07/16/2015,21,SUBN,FORD,S,29690,35450,35470,20170309,0020,20,0,554823,MN07,0000,0950A,0904A,NY,F,126,RIVERSIDE DR,,0,408,D1,,YBBYBBB,0930A,1100A,WHITE,0,2002,-,0,,,,,
1382582730,ZVH604,NJ,PAS,07/16/2015,20,SDN,SATUR,S,29650,35030,35050,0,0020,20,0,979839,MN07,0000,0855A,,NY,O,80,RIVERSIDE BLVD,,0,408,D1,,YBBYBBB,0800A,0930A,GRAY,0,0,-,0,,,,,
1382880315,L883US,FL,PAS,07/11/2015,14,SUBN,FORD,P,0,0,0,0,0020,20,1,160354,0001,0000,1201P,,NY,,,WRDS MED LOOP,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1382903030,T662841C,NY,OMT,07/06/2015,67,SDN,TOYOT,P,29690,40404,40404,20160131,0020,20,1,160947,0001,0000,0837P,,NY,F,,RIVERSIDE DR,,0,408,D,,BBBBBBB,ALL,ALL,SILVE,0,2014,-,0,,,,,
1383139090,GRE3369,NY,PAS,06/14/2015,14,SUBN,TOYOT,P,35430,14510,15710,20160202,0020,20,20,952593,0020,0000,0443P,,NY,F,70,W 83 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,2006,-,0,,,,,
1383139106,GBH342,VT,PAS,06/14/2015,40,SDN,MER,P,35410,14510,15710,0,0020,20,20,952593,0020,0000,0459P,,NY,F,19,W 82 ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,0,-,6,,,,,
1383139430,GDH3668,99,PAS,06/13/2015,17,SUBN,LEXUS,P,35430,14510,15710,0,0020,20,20,933082,0020,0000,0340P,,NY,F,70,W 83 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1383139441,GDE1908,NY,PAS,06/13/2015,17,SDN,MAZDA,P,35430,14510,15710,20170220,0020,20,20,933082,0020,0000,0341P,,NY,F,73,W 83 ST,,0,408,C4,,BBBBBBB,ALL,ALL,GREEN,0,2001,-,0,,,,,
1383139465,WXK4187,VA,PAS,06/13/2015,19,SUBN,TOYOT,P,29690,23,35370,0,0020,20,20,933082,0020,0000,0543P,,NY,O,78,RIVERSIDE DRIVE,,0,408,C4,,BBBBBBB,ALL,ALL,GOLD,0,0,-,0,,,,,
1383139489,T61ATR,NJ,PAS,06/13/2015,17,SDN,VOLVO,P,35410,14510,15710,0,0020,20,20,933082,0020,0000,0924P,,NY,F,61,W 82 ST,,0,408,C4,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1383139490,P18FKW,NJ,PAS,06/18/2015,17,SDN,BUICK,P,35430,14510,15710,0,0020,20,20,933082,0020,0000,0930P,,NY,F,73,W 83 ST,,0,408,F7,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1383139520,J649919,NJ,PAS,07/05/2015,17,SUBN,ROVER,P,35430,14510,15710,0,0020,20,20,933082,0020,0000,0332P,,NY,F,71,W 83 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1383139544,GYX1416,NY,PAS,07/10/2015,17,SDN,KIA,P,35430,14510,15710,20170525,0020,20,20,933082,0020,0000,0521P,,NY,F,73,W 83 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0,2015,-,0,,,,,
1383139556,GWH9596,NY,PAS,07/10/2015,17,SUBN,SUBAR,P,35430,14510,15710,20170402,0020,20,20,933082,0020,0000,1025P,,NY,F,70,W 83 ST,,0,408,C4,,BBBBBBB,ALL,ALL,BLACK,0,2002,-,0,,,,,
1383139570,YLL53W,NJ,PAS,07/18/2015,19,SUBN,JEEP,P,29690,44990,29690,0,0020,20,20,933082,0020,0000,0453P,,NY,O,11,RIVERSIDE DRIVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1383139581,HTM7922,PA,PAS,07/19/2015,19,SUBN,TOYOT,P,14510,35270,35290,0,0020,20,20,933082,0020,0000,0412P,,NY,O,151,CENTRAL PARK WEST,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1383140133,T35FKP,NJ,PAS,07/18/2015,14,SUBN,NISSA,P,0,0,0,0,0020,20,20,944246,0020,0000,1012A,,NY,,,C/O W 76 ST,AMSTERDAM,0,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1383140182,T63FNW,NJ,PAS,07/18/2015,14,SDN,FORD,P,35290,11710,13610,0,0020,20,20,944246,0020,0000,0206P,,NY,O,213,W 76 ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1383140194,HZY1793,PA,PAS,07/18/2015,14,SDN,TOYOT,P,0,0,0,0,0020,20,20,944246,0020,0000,0115P,,NY,,,S/W C/O W 76,AMSTERDAM,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1383140212,GDE5955,NY,PAS,07/09/2015,46,SUBN,FORD,P,0,0,0,20170123,0020,20,20,944246,0020,0000,0950A,,NY,,,C/O W 73,WEST END AVE,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,2011,-,0,,,,,
